[9, 3, 7, 14, 5, 16, 11, 13]
[19, 4, 16, 2, 10, 17, 14, 13]
[20, 9, 8, 6, 16, 15, 10, 19]
[20, 4, 3, 0, 9, 6, 10, 14]
[13, 17, 0, 7, 3, 5, 16, 10]
[3, 15, 11, 16, 9, 5, 20, 2]
[15, 0, 8, 3, 6, 7, 1, 2]
[18, 17, 12, 19, 2, 13, 7, 9]
[8, 0, 15, 7, 12, 17, 14, 19]
[3, 20, 0, 12, 6, 7, 5, 10]
[11, 4, 16, 9, 10, 3, 0, 15]
[5, 6, 15, 10, 2, 17, 9, 0]
[1, 13, 5, 7, 14, 8, 20, 17]
[3, 5, 17, 0, 16, 8, 1, 4]
[9, 14, 7, 4, 18, 17, 6, 12]
[16, 13, 8, 7, 18, 10, 2, 17]
[8, 15, 12, 2, 0, 5, 19, 6]
[16, 12, 14, 17, 5, 13, 15, 7]
[18, 16, 15, 1, 0, 5, 3, 11]
[19, 0, 6, 10, 8, 9, 14, 17]
[5, 6, 9, 20, 7, 11, 10, 0]
[12, 2, 6, 15, 0, 5, 10, 4]
[11, 4, 12, 10, 6, 7, 0, 2]
[18, 8, 2, 13, 15, 10, 14, 12]
[2, 10, 7, 15, 14, 3, 1, 13]
[18, 12, 10, 0, 20, 15, 5, 11]
[13, 7, 1, 12, 11, 6, 9, 16]
[16, 20, 2, 11, 13, 9, 15, 7]
[18, 20, 7, 3, 4, 13, 5, 16]
[3, 8, 6, 1, 7, 5, 10, 13]
[12, 3, 8, 13, 20, 19, 5, 7]
[8, 12, 5, 16, 20, 1, 4, 17]
[12, 19, 7, 10, 14, 6, 17, 16]
[20, 9, 10, 0, 8, 11, 5, 12]
[11, 1, 12, 6, 8, 2, 16, 3]
[17, 20, 13, 16, 5, 4, 8, 12]
[7, 3, 17, 15, 8, 5, 13, 14]
[7, 11, 20, 14, 16, 8, 0, 19]
[14, 15, 8, 0, 3, 5, 10, 2]
[11, 14, 0, 9, 6, 10, 7, 13]
[5, 8, 18, 0, 9, 20, 12, 13]
[13, 8, 5, 14, 4, 19, 17, 16]
[20, 0, 6, 5, 13, 14, 1, 8]
[8, 0, 13, 2, 15, 10, 7, 19]
[13, 9, 18, 20, 11, 4, 15, 7]
[4, 17, 7, 20, 11, 0, 8, 3]
[16, 15, 17, 5, 8, 12, 3, 18]
[3, 19, 10, 0, 12, 5, 1, 13]
[3, 2, 15, 9, 7, 11, 8, 1]
[19, 18, 0, 4, 11, 15, 3, 16]
[5, 0, 1, 8, 16, 12, 19, 14]
[20, 19, 12, 8, 1, 11, 4, 15]
[2, 5, 7, 0, 15, 12, 18, 4]
[14, 20, 19, 11, 16, 7, 12, 6]
[3, 8, 0, 2, 15, 9, 16, 19]
[4, 3, 10, 9, 5, 0, 13, 11]
[19, 16, 15, 10, 8, 7, 12, 9]
[6, 11, 10, 19, 0, 1, 7, 12]
[20, 15, 5, 18, 9, 12, 7, 4]
[10, 1, 6, 14, 4, 12, 15, 20]
[8, 13, 2, 6, 16, 0, 14, 7]
[9, 3, 0, 20, 5, 7, 8, 10]
[6, 17, 1, 3, 19, 10, 5, 14]
[16, 3, 14, 6, 11, 17, 13, 15]
[4, 9, 17, 12, 15, 8, 0, 2]
[3, 14, 11, 13, 1, 18, 16, 2]
[14, 7, 5, 10, 16, 17, 11, 9]
[13, 8, 9, 17, 5, 0, 2, 7]
[3, 6, 17, 0, 7, 18, 13, 16]
[2, 0, 1, 4, 19, 10, 7, 13]
[20, 1, 19, 3, 14, 13, 5, 4]
[6, 10, 12, 17, 18, 0, 13, 16]
[7, 2, 0, 3, 12, 6, 4, 15]
