[9, 7, 16, 6, 1, 4, 13, 19]
[12, 10, 11, 0, 1, 16, 6, 20]
[18, 17, 19, 10, 0, 15, 9, 13]
[17, 4, 18, 12, 6, 19, 16, 7]
[20, 16, 13, 7, 14, 15, 1, 8]
[13, 15, 18, 6, 4, 2, 11, 20]
[7, 19, 20, 12, 0, 3, 9, 1]
[14, 4, 12, 8, 5, 19, 6, 3]
[13, 16, 17, 1, 3, 10, 20, 8]
[15, 6, 5, 4, 9, 16, 14, 12]
[10, 11, 9, 16, 12, 15, 4, 19]
[17, 10, 12, 19, 1, 8, 7, 0]
[1, 0, 16, 13, 15, 5, 6, 7]
[5, 9, 0, 11, 14, 17, 7, 3]
[18, 3, 1, 7, 0, 4, 13, 5]
[4, 9, 19, 12, 17, 0, 3, 20]
[11, 14, 7, 16, 6, 2, 8, 3]
[3, 7, 0, 12, 10, 19, 15, 11]
[13, 2, 7, 10, 11, 1, 18, 6]
[16, 6, 9, 8, 19, 15, 11, 7]
[5, 17, 16, 9, 8, 6, 20, 3]
[20, 11, 15, 13, 3, 1, 10, 2]
[11, 2, 0, 12, 6, 17, 14, 4]
[10, 18, 0, 20, 14, 1, 12, 7]
[9, 8, 2, 17, 20, 10, 18, 12]
[14, 15, 11, 19, 18, 6, 10, 13]
[20, 9, 8, 0, 19, 7, 1, 11]
[18, 11, 12, 7, 2, 4, 15, 8]
[10, 19, 14, 15, 17, 2, 7, 16]
[0, 4, 12, 8, 13, 19, 16, 5]
[5, 6, 2, 20, 18, 13, 4, 8]
[18, 13, 6, 0, 8, 20, 10, 12]
[18, 19, 14, 9, 11, 13, 8, 16]
[2, 12, 15, 5, 4, 6, 8, 1]
[13, 0, 1, 11, 19, 4, 8, 18]
[20, 16, 4, 8, 1, 18, 2, 0]
[1, 13, 17, 10, 7, 20, 4, 9]
[1, 9, 18, 4, 19, 0, 2, 16]
[7, 4, 15, 13, 14, 11, 3, 16]
[5, 13, 1, 14, 9, 20, 17, 3]
[12, 15, 5, 16, 7, 20, 9, 1]
[3, 19, 15, 6, 8, 4, 17, 13]
[9, 7, 19, 20, 4, 6, 17, 5]
[20, 7, 16, 10, 4, 2, 5, 14]
[11, 5, 17, 4, 20, 16, 0, 9]
[5, 20, 0, 11, 3, 7, 4, 15]
[1, 15, 16, 17, 9, 7, 18, 4]
[2, 11, 19, 16, 18, 6, 14, 3]
[20, 6, 5, 15, 19, 10, 16, 2]
[16, 17, 2, 19, 18, 11, 20, 8]
[20, 19, 14, 6, 15, 1, 12, 5]
[2, 11, 20, 9, 17, 8, 5, 1]
[14, 7, 2, 5, 15, 18, 17, 9]
[4, 15, 12, 11, 19, 7, 14, 13]
[18, 4, 15, 8, 12, 11, 7, 14]
[3, 9, 7, 15, 1, 16, 8, 6]
[17, 5, 8, 0, 6, 13, 12, 3]
[11, 8, 0, 14, 16, 2, 1, 20]
[19, 7, 3, 10, 12, 11, 13, 4]
[5, 8, 0, 13, 9, 17, 1, 11]
[0, 17, 19, 1, 20, 16, 8, 6]
[6, 10, 20, 1, 2, 11, 17, 4]
[19, 13, 6, 0, 3, 18, 11, 20]
[10, 3, 11, 7, 6, 20, 14, 16]
[14, 19, 0, 7, 13, 2, 6, 4]
[5, 11, 18, 9, 1, 8, 16, 10]
[8, 15, 9, 18, 5, 10, 17, 14]
[11, 3, 10, 5, 0, 14, 6, 9]
[11, 14, 19, 6, 12, 13, 17, 0]
[20, 3, 2, 10, 17, 18, 19, 13]
[3, 12, 2, 14, 10, 5, 17, 1]
[3, 17, 0, 15, 4, 1, 19, 5]
[13, 19, 1, 4, 18, 15, 9, 2]
[12, 4, 1, 10, 8, 16, 7, 9]
[17, 10, 5, 1, 14, 19, 13, 3]
[19, 1, 14, 2, 17, 4, 20, 0]
[4, 13, 6, 10, 1, 11, 7, 18]
[8, 14, 7, 20, 3, 9, 17, 11]
[5, 9, 8, 7, 11, 17, 15, 14]
[2, 1, 11, 16, 6, 20, 18, 15]
[16, 17, 3, 7, 19, 8, 4, 18]
[8, 1, 20, 3, 7, 19, 13, 16]
[9, 14, 18, 15, 6, 8, 11, 16]
[7, 3, 1, 13, 8, 15, 19, 14]
[8, 11, 20, 17, 18, 15, 2, 3]
[3, 10, 19, 20, 15, 13, 7, 5]
[10, 4, 0, 18, 8, 14, 17, 16]
[9, 12, 1, 0, 11, 20, 3, 6]
[2, 14, 15, 16, 0, 8, 12, 4]
[19, 0, 15, 17, 8, 3, 1, 12]
[7, 5, 0, 4, 12, 20, 16, 13]
[11, 10, 8, 16, 19, 14, 17, 6]
[15, 1, 2, 5, 20, 4, 12, 10]
[14, 9, 15, 2, 17, 8, 11, 4]
[12, 8, 17, 2, 9, 10, 14, 0]
[16, 13, 12, 11, 9, 8, 15, 3]
[3, 10, 11, 6, 7, 15, 16, 12]
[11, 7, 17, 5, 18, 4, 19, 13]
[18, 10, 16, 17, 6, 14, 8, 0]
[17, 10, 15, 14, 1, 20, 16, 0]
