[18, 13, 12, 3, 20, 9, 4, 14]
[17, 0, 3, 10, 15, 6, 4, 7]
[19, 4, 1, 9, 18, 17, 7, 5]
[10, 19, 5, 3, 1, 7, 8, 12]
[10, 17, 3, 18, 9, 20, 13, 7]
[15, 16, 12, 17, 6, 5, 11, 20]
[6, 19, 13, 9, 1, 16, 5, 15]
[8, 1, 15, 12, 16, 4, 13, 2]
[14, 7, 6, 20, 10, 2, 4, 15]
[19, 15, 20, 4, 7, 13, 3, 16]
[20, 16, 12, 15, 2, 19, 8, 1]
[18, 6, 9, 14, 20, 5, 15, 7]
[7, 3, 14, 19, 2, 20, 4, 0]
[6, 9, 13, 8, 14, 7, 3, 4]
[4, 11, 18, 5, 17, 8, 7, 15]
[8, 2, 16, 9, 15, 6, 10, 1]
[18, 5, 10, 4, 7, 12, 16, 3]
[18, 5, 6, 19, 0, 14, 13, 15]
[9, 18, 20, 2, 10, 15, 17, 4]
[14, 4, 13, 8, 19, 3, 1, 15]
[12, 11, 8, 17, 3, 14, 19, 15]
[8, 6, 18, 11, 17, 4, 9, 5]
[2, 12, 4, 17, 19, 7, 5, 18]
[11, 14, 16, 3, 13, 17, 6, 8]
[8, 9, 20, 4, 15, 1, 13, 14]
[17, 20, 18, 13, 10, 6, 3, 14]
[12, 15, 8, 2, 11, 20, 9, 6]
[20, 15, 16, 2, 18, 7, 12, 9]
[8, 2, 1, 18, 16, 17, 13, 19]
[14, 19, 10, 2, 13, 18, 20, 8]
[14, 10, 5, 19, 6, 11, 0, 3]
[1, 8, 15, 3, 2, 4, 0, 20]
[4, 7, 11, 15, 14, 19, 13, 1]
[1, 20, 15, 10, 6, 2, 18, 4]
[10, 9, 18, 6, 2, 17, 15, 16]
[19, 6, 14, 11, 0, 7, 2, 15]
[1, 16, 0, 3, 17, 20, 4, 11]
[8, 2, 14, 11, 3, 5, 4, 15]
[17, 0, 5, 16, 3, 18, 1, 11]
[6, 13, 9, 20, 11, 19, 18, 14]
[7, 9, 12, 19, 2, 16, 14, 4]
[2, 0, 3, 10, 1, 14, 18, 8]
[12, 8, 18, 5, 17, 2, 7, 10]
[17, 18, 8, 9, 0, 6, 11, 5]
[19, 11, 18, 16, 4, 17, 20, 12]
[18, 8, 1, 7, 19, 0, 17, 11]
[20, 8, 5, 19, 1, 11, 7, 16]
[12, 14, 4, 1, 13, 16, 11, 18]
[6, 9, 1, 0, 8, 11, 3, 12]
[5, 7, 16, 15, 13, 12, 19, 3]
[9, 10, 8, 17, 20, 7, 19, 5]
[18, 8, 10, 9, 13, 6, 16, 5]
[2, 0, 19, 9, 20, 1, 6, 3]
[9, 12, 17, 4, 10, 0, 14, 8]
[10, 6, 15, 7, 14, 16, 20, 9]
[4, 9, 13, 19, 17, 15, 11, 1]
[6, 1, 11, 10, 4, 0, 9, 7]
[3, 4, 13, 16, 8, 10, 15, 18]
[17, 5, 6, 10, 12, 1, 13, 4]
[1, 10, 20, 15, 17, 13, 7, 6]
[19, 9, 18, 2, 0, 3, 1, 17]
[3, 5, 2, 1, 16, 10, 18, 17]
[19, 3, 0, 12, 8, 10, 6, 7]
[8, 15, 3, 10, 11, 5, 9, 0]
[3, 0, 14, 17, 5, 1, 7, 2]
[4, 7, 0, 16, 20, 5, 10, 2]
[3, 9, 2, 11, 0, 20, 13, 8]
[16, 11, 12, 4, 1, 20, 2, 6]
[13, 11, 20, 6, 7, 0, 12, 10]
[19, 0, 1, 20, 18, 4, 3, 12]
[12, 3, 18, 17, 20, 1, 10, 4]
[1, 13, 10, 11, 0, 6, 17, 12]
[0, 9, 1, 17, 20, 8, 15, 10]
[6, 15, 14, 7, 5, 12, 20, 0]
[0, 15, 7, 16, 5, 3, 19, 10]
[8, 3, 7, 6, 4, 11, 0, 13]
[12, 4, 1, 3, 7, 6, 20, 5]
[5, 15, 6, 2, 16, 9, 1, 11]
[4, 10, 12, 14, 1, 13, 11, 7]
[1, 15, 18, 5, 16, 14, 6, 20]
[17, 3, 9, 16, 8, 20, 1, 14]
[9, 16, 18, 15, 5, 12, 4, 1]
[0, 8, 15, 17, 1, 10, 9, 16]
[9, 18, 11, 1, 7, 6, 14, 12]
[3, 19, 0, 2, 16, 1, 4, 7]
[14, 2, 18, 6, 16, 11, 10, 9]
[3, 4, 20, 19, 8, 11, 12, 0]
[6, 14, 0, 15, 20, 4, 16, 3]
[10, 12, 16, 0, 18, 19, 20, 3]
[1, 4, 14, 16, 5, 7, 11, 20]
[3, 18, 8, 4, 12, 16, 19, 2]
[15, 13, 2, 17, 19, 5, 3, 1]
[17, 6, 16, 5, 9, 18, 2, 1]
[15, 20, 0, 8, 17, 4, 14, 9]
[10, 15, 17, 20, 7, 3, 5, 4]
[0, 2, 8, 16, 11, 9, 3, 14]
[2, 3, 14, 8, 9, 15, 17, 12]
[5, 19, 8, 3, 15, 2, 13, 9]
[12, 5, 6, 10, 16, 3, 1, 9]
[9, 6, 0, 17, 8, 4, 11, 1]
