[19, 15, 12, 5, 2, 16, 6, 17]
[15, 9, 4, 3, 6, 8, 12, 1]
[1, 10, 15, 16, 9, 11, 8, 2]
[6, 9, 7, 5, 20, 8, 3, 2]
[12, 13, 15, 6, 5, 10, 17, 7]
[20, 5, 14, 0, 15, 7, 13, 17]
[10, 19, 18, 8, 14, 17, 12, 1]
[8, 7, 0, 4, 5, 15, 3, 11]
[8, 19, 20, 5, 11, 13, 3, 7]
[17, 20, 6, 2, 3, 5, 7, 13]
[19, 12, 3, 9, 13, 2, 10, 1]
[8, 19, 6, 0, 17, 4, 5, 3]
[4, 12, 11, 3, 2, 15, 5, 18]
[15, 18, 9, 4, 6, 8, 11, 16]
[7, 19, 6, 3, 17, 4, 16, 18]
[8, 12, 14, 3, 15, 11, 20, 10]
[16, 5, 18, 14, 0, 7, 1, 2]
[13, 8, 5, 14, 3, 18, 19, 12]
[9, 16, 14, 2, 17, 5, 10, 13]
[19, 0, 4, 6, 12, 8, 2, 16]
[17, 20, 13, 16, 19, 2, 14, 4]
[3, 9, 18, 7, 16, 1, 6, 17]
[15, 14, 2, 16, 11, 8, 20, 17]
[16, 0, 14, 20, 13, 7, 8, 9]
[15, 2, 17, 12, 14, 16, 9, 3]
[16, 3, 6, 12, 15, 20, 10, 18]
[19, 13, 5, 3, 4, 6, 10, 12]
[13, 4, 6, 20, 15, 3, 11, 14]
[16, 0, 7, 18, 2, 19, 10, 17]
[1, 18, 7, 19, 16, 15, 3, 10]
[11, 3, 16, 6, 1, 15, 18, 5]
[20, 16, 1, 0, 2, 13, 8, 19]
[11, 18, 5, 12, 9, 1, 0, 10]
[11, 18, 10, 4, 6, 2, 13, 19]
[14, 9, 15, 18, 19, 8, 5, 4]
[13, 15, 3, 11, 16, 5, 10, 12]
[20, 10, 13, 2, 1, 8, 6, 7]
[20, 2, 16, 17, 8, 7, 14, 5]
[19, 4, 6, 9, 1, 14, 10, 18]
[15, 20, 10, 8, 3, 7, 0, 18]
[12, 13, 3, 14, 16, 7, 9, 18]
[7, 18, 9, 8, 20, 11, 5, 12]
[4, 5, 6, 14, 17, 7, 2, 1]
[14, 10, 13, 15, 19, 5, 6, 16]
[12, 20, 8, 6, 4, 19, 7, 17]
[20, 12, 9, 18, 11, 6, 8, 0]
[15, 10, 8, 20, 0, 13, 16, 12]
[18, 13, 10, 2, 0, 20, 15, 8]
[19, 1, 7, 12, 16, 2, 3, 11]
[19, 16, 11, 1, 4, 8, 6, 18]
[12, 6, 9, 15, 16, 19, 2, 18]
[1, 7, 19, 0, 12, 6, 8, 4]
[19, 14, 2, 16, 7, 5, 1, 12]
[0, 16, 13, 19, 15, 4, 6, 10]
[16, 15, 2, 13, 12, 5, 3, 4]
[4, 15, 10, 14, 6, 1, 19, 3]
[3, 0, 9, 4, 6, 13, 2, 11]
[17, 16, 4, 20, 9, 14, 11, 13]
[2, 0, 13, 10, 12, 16, 15, 17]
[4, 12, 10, 14, 18, 20, 9, 13]
[11, 15, 3, 1, 9, 16, 18, 2]
[9, 14, 10, 5, 15, 12, 2, 19]
[6, 0, 11, 15, 7, 9, 3, 5]
[0, 12, 17, 1, 9, 13, 19, 8]
[18, 20, 15, 19, 1, 4, 6, 7]
[10, 1, 4, 12, 13, 7, 9, 2]
[3, 6, 0, 11, 12, 1, 17, 7]
[1, 8, 2, 10, 6, 20, 14, 5]
[3, 20, 11, 10, 9, 15, 12, 7]
[16, 15, 6, 5, 10, 0, 14, 8]
[8, 17, 15, 1, 4, 13, 9, 5]
[2, 6, 12, 4, 19, 20, 13, 9]
[3, 6, 14, 17, 12, 16, 0, 7]
[5, 12, 2, 18, 16, 7, 9, 3]
[4, 11, 7, 6, 2, 8, 1, 5]
[5, 7, 18, 9, 2, 8, 13, 19]
[2, 5, 16, 18, 7, 0, 9, 11]
[8, 2, 17, 19, 7, 13, 9, 11]
[3, 2, 19, 18, 16, 4, 11, 12]
[16, 14, 13, 17, 3, 0, 7, 19]
[7, 15, 13, 16, 17, 11, 14, 20]
[1, 16, 6, 2, 4, 11, 7, 18]
[12, 2, 3, 13, 5, 15, 1, 4]
[3, 8, 18, 2, 16, 6, 15, 9]
[1, 14, 9, 13, 11, 20, 8, 17]
[14, 7, 1, 2, 9, 18, 5, 20]
[18, 5, 15, 17, 9, 13, 4, 11]
[1, 5, 9, 17, 4, 20, 11, 0]
[0, 12, 9, 4, 11, 15, 20, 6]
[6, 4, 10, 1, 5, 8, 19, 17]
[1, 16, 12, 0, 11, 10, 13, 17]
[20, 17, 19, 1, 5, 12, 9, 18]
[9, 18, 3, 12, 1, 2, 10, 14]
[20, 14, 16, 18, 3, 17, 19, 8]
[2, 13, 14, 11, 20, 9, 12, 6]
[2, 5, 1, 20, 6, 7, 10, 17]
[3, 18, 0, 16, 15, 7, 5, 9]
[14, 16, 5, 20, 8, 18, 15, 3]
[4, 20, 3, 15, 8, 11, 16, 13]
