[20, 13, 3, 10, 8, 4, 17, 5]
[16, 13, 8, 9, 1, 11, 14, 0]
[0, 1, 16, 4, 3, 10, 2, 11]
[16, 15, 12, 18, 7, 10, 3, 17]
[3, 20, 14, 6, 17, 9, 2, 18]
[3, 18, 10, 14, 7, 1, 17, 16]
[2, 15, 1, 20, 9, 7, 0, 4]
[4, 19, 14, 2, 15, 13, 9, 16]
[9, 5, 6, 11, 7, 4, 19, 0]
[19, 7, 8, 0, 18, 12, 11, 16]
[10, 18, 20, 8, 13, 17, 7, 2]
[11, 18, 16, 17, 2, 1, 14, 20]
[6, 8, 16, 18, 5, 9, 3, 11]
[4, 9, 16, 12, 19, 8, 0, 3]
[16, 7, 2, 13, 9, 0, 11, 19]
[10, 3, 20, 1, 9, 19, 11, 4]
[1, 5, 3, 18, 13, 7, 6, 15]
[16, 9, 19, 15, 7, 4, 11, 13]
[16, 6, 18, 4, 12, 3, 11, 5]
[12, 18, 1, 11, 3, 20, 5, 8]
[10, 4, 1, 0, 3, 19, 9, 8]
[6, 10, 1, 9, 19, 2, 8, 0]
[16, 6, 5, 3, 19, 12, 13, 15]
[10, 17, 8, 4, 0, 18, 9, 3]
[19, 12, 18, 16, 15, 20, 5, 14]
[3, 15, 16, 8, 4, 9, 10, 1]
[10, 12, 17, 19, 16, 7, 2, 6]
[11, 18, 20, 10, 1, 5, 17, 14]
[3, 4, 1, 16, 7, 5, 14, 13]
[16, 17, 19, 4, 11, 10, 20, 18]
[14, 8, 0, 18, 20, 7, 19, 6]
[16, 7, 1, 0, 6, 20, 12, 19]
[3, 17, 16, 13, 11, 0, 18, 4]
[15, 18, 2, 5, 16, 19, 17, 8]
[5, 6, 8, 15, 4, 11, 9, 1]
[6, 10, 8, 4, 15, 16, 9, 14]
[16, 5, 7, 19, 6, 11, 17, 14]
[6, 19, 3, 13, 1, 8, 15, 10]
[9, 8, 3, 11, 10, 4, 5, 17]
[0, 6, 19, 3, 14, 15, 16, 5]
[5, 17, 13, 18, 15, 19, 3, 1]
[14, 12, 9, 16, 20, 0, 18, 1]
[1, 20, 17, 5, 2, 19, 7, 14]
[6, 18, 13, 3, 16, 8, 9, 7]
[20, 0, 15, 4, 1, 12, 17, 18]
[14, 4, 17, 19, 18, 11, 6, 13]
[15, 9, 18, 17, 2, 8, 1, 4]
[7, 17, 0, 14, 8, 6, 9, 19]
[5, 13, 16, 9, 20, 1, 4, 3]
[19, 8, 16, 7, 12, 2, 17, 9]
[2, 7, 4, 1, 14, 12, 17, 20]
[2, 20, 12, 9, 3, 10, 11, 13]
[15, 14, 19, 12, 7, 18, 11, 3]
[6, 14, 13, 10, 3, 15, 0, 1]
[14, 10, 8, 4, 5, 19, 1, 11]
[4, 11, 10, 17, 12, 13, 14, 7]
[0, 14, 5, 19, 3, 12, 10, 6]
[12, 11, 18, 17, 13, 4, 10, 8]
[2, 13, 8, 16, 12, 19, 15, 20]
[4, 15, 0, 18, 10, 1, 14, 17]
[15, 10, 18, 14, 6, 13, 2, 9]
[6, 14, 20, 11, 7, 1, 0, 10]
[8, 6, 7, 15, 3, 9, 4, 0]
[5, 19, 15, 13, 6, 17, 16, 7]
[9, 14, 11, 17, 1, 2, 20, 7]
[12, 2, 13, 11, 7, 15, 18, 5]
[18, 2, 5, 19, 11, 17, 20, 10]
[3, 19, 5, 20, 11, 10, 13, 14]
[13, 18, 19, 3, 6, 10, 8, 17]
[18, 3, 6, 0, 15, 17, 9, 4]
[13, 7, 10, 20, 4, 19, 5, 15]
[0, 4, 12, 16, 15, 3, 17, 10]
[2, 20, 3, 5, 7, 9, 14, 18]
[12, 4, 0, 15, 6, 1, 9, 14]
[1, 0, 13, 18, 7, 16, 8, 2]
[2, 4, 15, 16, 14, 6, 19, 1]
[14, 17, 0, 13, 11, 16, 9, 4]
[8, 12, 10, 20, 9, 17, 14, 6]
[13, 3, 11, 20, 19, 6, 2, 15]
[7, 17, 9, 6, 12, 11, 5, 8]
[20, 9, 5, 3, 14, 7, 8, 16]
[20, 10, 18, 9, 0, 13, 17, 4]
[9, 14, 20, 2, 13, 7, 12, 15]
[13, 14, 12, 7, 20, 3, 16, 10]
[10, 16, 2, 18, 20, 14, 19, 5]
[13, 3, 8, 4, 18, 5, 0, 14]
[0, 4, 2, 11, 16, 7, 3, 6]
[13, 14, 6, 2, 10, 5, 20, 16]
[13, 14, 0, 2, 10, 20, 6, 5]
[10, 13, 12, 17, 19, 6, 5, 8]
[8, 7, 6, 17, 3, 15, 12, 1]
[13, 3, 7, 11, 5, 17, 20, 9]
[12, 0, 17, 10, 8, 13, 4, 1]
[0, 13, 10, 12, 9, 6, 5, 1]
[2, 9, 4, 3, 0, 13, 11, 8]
[16, 18, 7, 5, 1, 3, 15, 11]
[16, 19, 6, 8, 7, 3, 9, 17]
[13, 2, 9, 17, 6, 19, 8, 0]
[7, 3, 0, 9, 5, 15, 20, 19]
[14, 2, 1, 7, 11, 5, 3, 8]
