[19, 1, 20, 16, 18, 2, 15, 9]
[2, 16, 19, 7, 8, 13, 4, 3]
[3, 19, 15, 2, 6, 10, 0, 16]
[1, 16, 18, 13, 15, 11, 19, 7]
[19, 3, 15, 18, 8, 4, 20, 1]
[1, 12, 15, 14, 17, 20, 4, 5]
[8, 15, 13, 14, 10, 6, 3, 20]
[10, 6, 5, 12, 17, 11, 9, 16]
[9, 8, 0, 12, 18, 13, 10, 14]
[15, 7, 12, 20, 13, 2, 11, 16]
[17, 13, 8, 3, 16, 11, 4, 10]
[17, 7, 16, 13, 6, 10, 15, 12]
[6, 19, 13, 8, 16, 7, 10, 3]
[19, 16, 9, 13, 11, 17, 15, 6]
[0, 6, 2, 4, 15, 5, 3, 19]
[7, 5, 17, 13, 4, 14, 9, 19]
[4, 2, 15, 3, 6, 17, 12, 7]
[19, 13, 7, 1, 14, 2, 16, 11]
[2, 15, 8, 10, 11, 17, 13, 12]
[0, 9, 13, 8, 3, 16, 15, 11]
[6, 5, 15, 18, 8, 20, 16, 9]
[9, 16, 20, 4, 1, 14, 6, 12]
[2, 15, 10, 20, 12, 16, 3, 14]
[19, 14, 18, 0, 13, 15, 8, 20]
[14, 4, 15, 6, 17, 1, 19, 8]
[12, 15, 3, 4, 19, 1, 14, 6]
[4, 8, 11, 10, 17, 18, 13, 12]
[12, 14, 19, 17, 20, 10, 16, 18]
[12, 4, 1, 6, 0, 13, 3, 10]
[14, 1, 8, 6, 19, 0, 4, 15]
[8, 13, 7, 10, 17, 20, 16, 18]
[8, 10, 3, 12, 1, 19, 4, 16]
[7, 16, 17, 4, 1, 3, 15, 12]
[0, 7, 2, 17, 5, 1, 8, 12]
[10, 8, 0, 12, 20, 16, 11, 5]
[4, 18, 8, 5, 6, 15, 19, 12]
[20, 4, 12, 15, 3, 0, 8, 1]
[7, 0, 9, 15, 19, 5, 16, 2]
[10, 7, 18, 17, 20, 19, 5, 14]
[8, 19, 4, 1, 3, 15, 2, 0]
[7, 0, 14, 4, 16, 6, 10, 12]
[11, 14, 7, 4, 2, 0, 19, 16]
[15, 10, 1, 19, 11, 7, 6, 2]
[12, 5, 9, 16, 6, 18, 0, 17]
[8, 7, 12, 2, 0, 17, 19, 3]
[19, 10, 1, 9, 4, 11, 3, 15]
[8, 11, 5, 12, 6, 15, 2, 4]
[17, 6, 13, 4, 12, 8, 9, 3]
[19, 6, 12, 11, 5, 9, 7, 0]
[10, 8, 7, 19, 18, 14, 4, 11]
[18, 20, 17, 11, 7, 0, 1, 16]
[12, 17, 1, 13, 2, 18, 3, 9]
[3, 15, 18, 10, 19, 5, 11, 7]
[15, 16, 3, 10, 4, 8, 20, 0]
[12, 18, 10, 19, 11, 13, 15, 4]
[18, 6, 3, 7, 9, 8, 16, 14]
[4, 0, 6, 14, 8, 3, 10, 12]
[19, 6, 17, 0, 9, 16, 8, 3]
[7, 12, 11, 3, 1, 10, 2, 14]
[16, 17, 19, 2, 3, 8, 11, 18]
[16, 5, 9, 4, 1, 7, 15, 20]
[4, 0, 2, 3, 15, 11, 5, 10]
[2, 0, 7, 17, 20, 12, 18, 14]
[3, 17, 16, 5, 13, 7, 12, 18]
[7, 15, 4, 1, 8, 19, 2, 0]
[0, 6, 13, 20, 3, 8, 9, 12]
[3, 14, 5, 19, 18, 0, 13, 16]
[0, 14, 9, 17, 19, 11, 13, 10]
[2, 1, 10, 12, 17, 0, 16, 9]
[10, 17, 2, 20, 14, 9, 1, 5]
[15, 10, 11, 1, 17, 19, 20, 16]
[15, 11, 0, 14, 19, 6, 3, 1]
[3, 1, 4, 14, 6, 20, 16, 0]
[1, 5, 2, 3, 15, 4, 13, 20]
[3, 8, 14, 18, 13, 19, 7, 15]
[1, 8, 3, 9, 5, 20, 12, 0]
[1, 12, 18, 8, 6, 15, 10, 20]
[12, 8, 6, 10, 5, 2, 15, 1]
[7, 10, 6, 16, 1, 8, 3, 20]
[12, 17, 1, 10, 8, 4, 20, 16]
[15, 0, 7, 8, 14, 11, 16, 12]
[9, 0, 15, 8, 14, 7, 10, 16]
[10, 19, 13, 0, 20, 1, 5, 2]
[1, 16, 8, 4, 6, 14, 9, 5]
[20, 18, 0, 17, 7, 9, 14, 3]
[12, 17, 18, 2, 10, 3, 0, 16]
[3, 19, 10, 7, 2, 20, 8, 4]
[0, 16, 17, 4, 19, 18, 9, 12]
[19, 13, 15, 14, 2, 8, 10, 9]
[14, 19, 8, 4, 6, 2, 17, 7]
[9, 14, 18, 3, 6, 1, 15, 8]
[18, 3, 6, 15, 17, 19, 14, 13]
